-3.21,2.17,7.59,13243
-2.87,2.49,6.20,13274
-2.49,2.94,6.91,13304
-3.57,3.25,8.29,13335
-3.50,2.57,9.92,13366
-3.15,1.49,11.09,13398
-4.18,1.42,10.43,13428
-4.76,1.44,11.05,13459
-4.33,-0.31,12.22,13490
-4.43,-1.27,12.88,13524
-3.47,-1.08,11.11,13555
-5.43,-0.50,10.27,13587
-7.21,-1.21,10.08,13618
-6.44,-0.14,9.06,13648
-3.97,0.39,7.69,13679
-2.99,1.40,7.03,13711
-1.68,0.97,7.31,13742
-0.21,0.95,7.95,13772
0.83,0.71,8.32,13803
1.76,0.16,8.87,13834
1.67,0.01,9.06,13865
1.49,0.05,8.95,13896
1.23,-0.14,8.35,13927
0.03,-0.01,7.95,13958
-1.91,-0.50,9.90,13988
-4.37,-1.10,12.32,14019
-3.52,-0.71,10.63,14051
-1.58,-0.41,8.97,14082
0.86,0.13,9.67,14112
-1.04,-0.33,10.21,14143
-2.61,-1.03,9.44,14175
-1.97,-0.87,7.60,14209
-2.17,-0.97,7.48,14240
-2.34,-0.85,7.29,14271
-3.66,-0.92,6.78,14302
-8.04,-1.56,9.34,14332
-9.11,-2.10,11.64,14364
-6.23,-2.85,12.50,14395
-4.42,-2.60,13.24,14426
-5.24,-3.48,14.31,14457
-5.18,-3.50,13.61,14488
-3.80,-2.52,11.74,14519
-2.41,-1.61,9.44,14551
-2.57,-0.58,7.87,14581
-2.92,-0.16,7.46,14612
-2.58,-0.16,7.74,14643
-1.23,-0.33,8.38,14674
-0.24,-1.07,8.75,14705
0.66,-1.12,8.10,14736
1.33,-2.07,8.99,14794
0.70,-2.75,8.85,14824
-0.22,-1.96,8.44,14856
-0.72,-1.75,7.73,14889
-1.34,-1.07,7.16,14920
-3.34,-0.98,7.44,14952
-4.12,-1.91,10.33,14983
-3.51,-1.72,13.34,15013
-3.85,-0.95,14.23,15045
-4.30,0.07,11.50,15076
-3.54,0.75,8.44,15107
-2.86,0.95,7.16,15137
-3.51,1.08,7.13,15169
-3.82,1.15,6.59,15200
-5.04,1.71,7.09,15230
-5.93,1.50,7.92,15261
-6.41,1.76,8.92,15292
-6.74,0.93,9.85,15324
-5.64,0.05,10.93,15354
-3.63,0.54,13.35,15385
-4.16,-0.80,15.58,15416
-4.83,-1.89,14.19,15448
-3.33,-0.93,11.41,15478
-2.97,-0.34,8.88,15509
-3.46,-0.20,7.20,15541
-3.29,0.37,6.19,15575
-2.63,0.69,6.29,15605
-2.44,0.59,6.81,15637
-2.08,0.43,7.53,15668
-0.55,0.41,7.67,15698
0.11,0.24,7.60,15729
0.01,0.13,8.98,15760
0.15,-0.74,10.15,15791
-0.48,-1.08,10.48,15822
-1.40,-0.89,9.35,15853
-0.78,0.00,8.04,15884
-1.86,0.29,8.37,15915
-3.76,0.06,9.38,15946
-3.49,0.36,10.29,15977
-2.46,0.82,10.10,16008
-3.54,1.10,9.58,16038
-3.83,1.39,9.46,16069
-2.40,1.59,8.60,16101
-2.29,1.61,6.04,16132
-3.00,1.80,5.07,16162
-3.69,1.94,6.33,16193
-5.06,1.67,8.18,16224
-7.62,1.18,9.93,16259
-8.10,0.39,11.41,16289
-5.97,0.62,12.00,16320
-4.08,0.61,13.00,16351
-4.42,-0.27,14.15,16381
-4.30,-1.14,13.37,16413
-3.17,-0.91,10.90,16444
-2.32,-0.25,9.40,16475
-2.57,-0.14,8.42,16505
-3.23,0.00,7.54,16537
-3.23,0.27,6.86,16568
-2.45,0.10,6.51,16599
-2.25,-0.13,7.04,16629
-1.22,-0.68,7.42,16660
0.18,-0.50,7.46,16691
0.60,-0.61,8.08,16721
-0.18,-1.06,8.28,16752
-1.01,-1.69,8.37,16783
-1.98,-1.19,8.73,16815
-1.11,-0.32,11.31,16845
-0.07,-1.05,12.80,16876
-3.14,-1.28,11.63,16911
-4.56,-1.72,11.81,16942
-2.55,-1.47,12.22,16972
-1.25,-0.84,10.99,17004
-2.69,-0.14,8.86,17035
-2.89,0.44,7.40,17065
-1.31,0.32,6.23,17097
-1.06,0.63,5.89,17128
0.16,0.37,5.84,17165
-1.11,0.22,5.43,17196
-4.17,0.44,6.28,17226
-6.86,-0.19,8.64,17257
-4.83,-1.50,10.21,17288
-1.97,-3.28,13.40,17319
-3.07,-3.77,15.65,17350
-3.81,-3.40,14.96,17381
-2.71,-2.47,13.39,17413
-2.37,-1.24,12.24,17443
-2.08,-1.50,10.36,17475
-3.70,-1.30,9.00,17506
-3.54,-1.13,7.93,17537
-1.82,0.02,7.63,17571
-0.64,0.28,7.95,17602
-0.66,-0.26,7.21,17633
0.03,0.02,7.31,17665
-0.14,-0.84,6.82,17695
0.47,-2.81,8.12,17726
0.22,-2.72,8.75,17758
-0.78,-2.80,8.55,17788
-1.43,-2.51,8.09,17819
-1.09,-2.46,9.49,17851
-2.28,-2.43,11.44,17882
-4.51,-2.90,13.14,17912
-3.13,-2.47,12.93,17944
-0.23,-1.63,10.95,17975
-1.11,-1.21,9.93,18007
-2.80,-0.89,9.36,18037
-1.45,-0.03,6.86,18069
-0.90,-0.77,5.84,18100
-1.85,0.10,5.46,18130
-1.80,0.88,5.06,18162
-2.81,0.38,5.70,18193
-5.18,0.58,7.41,18224
-5.88,-0.08,8.13,18258
-6.14,-1.22,10.17,18289
-6.30,-1.53,12.10,18321
-4.37,-3.10,13.19,18352
-5.02,-3.67,14.67,18382
-4.01,-4.05,13.71,18414
-3.22,-3.81,11.13,18445
-3.36,-2.74,8.98,18477
-2.02,-1.27,8.35,18507
-2.43,-1.00,6.38,18539
-3.11,-0.44,5.96,18570
-1.35,-0.58,7.23,18600
-1.18,-0.58,7.51,18632
-0.23,-0.83,8.25,18663
2.77,-1.22,7.50,18694
2.74,-1.72,8.63,18725
0.22,-2.09,10.41,18756
-0.29,-2.75,11.54,18787
0.04,-3.65,10.96,18819
-2.45,-2.88,9.72,18849
-4.23,-2.28,11.17,18881
-6.17,-1.95,11.53,18915
-5.44,-2.15,8.88,18947
-4.92,-1.95,8.63,18977
-3.79,-1.56,11.33,19009
-4.25,-1.55,10.65,19040
-3.20,-0.90,6.51,19072
-0.48,-0.11,4.77,19102
-1.51,0.22,6.30,19133
-3.73,0.37,7.36,19165
-3.68,0.77,8.32,19195
-2.66,0.53,9.79,19226
-2.78,-0.98,10.90,19257
-4.17,-2.05,12.64,19289
-3.54,-3.63,15.15,19319
-2.03,-3.97,14.12,19351
-1.10,-3.93,11.67,19382
-0.91,-3.54,10.63,19414
0.02,-3.44,10.67,19444
-0.90,-3.00,10.18,19476
-1.95,-2.47,8.64,19507
-1.20,-1.98,7.59,19537
-0.11,-1.85,7.95,19572
0.35,-1.72,7.76,19603
0.86,-1.49,7.24,19635
0.50,-1.57,8.44,19665
0.49,-1.79,9.43,19696
0.16,-1.62,9.60,19728
-0.96,-0.66,10.21,19759
-0.05,-0.72,10.24,19789
-1.53,-1.04,10.44,19821
-2.79,-1.97,10.96,19852
-3.18,-2.11,11.01,19884
-3.09,-1.38,10.30,19914
-3.68,-0.30,8.72,19946
-2.65,1.35,8.32,19977
-0.57,1.96,7.62,20007
-0.67,1.92,6.33,20039
-2.50,1.26,6.19,20070
-3.04,1.03,7.21,20101
-4.07,1.02,8.60,20132
-5.24,1.11,9.76,20163
-4.53,0.93,10.15,20194
-5.04,0.68,10.55,20226
-5.35,-0.17,11.21,20259
-2.86,-1.27,11.38,20291
-3.56,-1.95,12.44,20322
-4.56,-1.56,11.64,20354
-2.83,-0.56,9.93,20384
-1.35,-0.73,8.55,20415
-1.36,-0.16,7.22,20447
-0.54,0.35,6.99,20477
0.61,0.65,7.77,20509
1.65,0.26,8.68,20540
0.97,-0.23,8.62,20571
-1.14,-0.44,8.05,20601
-0.38,-0.78,8.61,20633
0.27,-1.68,9.63,20664
-1.96,-2.25,10.65,20695
-4.05,-2.96,12.18,20726
-2.30,-4.39,11.34,20757
-3.24,-4.96,10.96,20789
-6.77,-4.36,12.63,20819
-5.64,-3.10,12.22,20851
0.44,-1.91,10.48,20882
-0.93,-1.29,8.16,20917
-3.18,-0.84,8.00,20947
-2.20,-0.09,7.11,20979
0.03,0.56,6.97,21010
-0.93,0.09,7.48,21041
-1.72,0.30,10.55,21078
-2.60,0.58,11.92,21108
-2.41,0.36,11.03,21140
-1.12,0.47,10.32,21171
-0.74,0.14,12.48,21201
1.10,-1.15,12.71,21233
0.15,-1.17,11.47,21264
0.20,-1.35,11.00,21295
0.49,-0.49,10.63,21326
2.70,-0.27,10.49,21357
3.14,0.47,9.09,21389
2.40,1.54,8.83,21420
3.40,1.66,9.94,21450
3.23,1.17,10.10,21481
3.09,0.96,8.97,21513
3.85,0.13,8.74,21543
3.00,-0.05,9.59,21574
2.56,0.05,9.93,21609
4.12,0.40,9.32,21640
5.51,0.34,8.00,21670
4.47,0.47,7.76,21701
3.50,-1.52,7.14,21732
-0.93,0.54,6.43,21764
-2.12,-0.37,7.00,21794
0.83,-1.42,8.61,21825
4.19,-2.24,7.18,21856
3.83,-3.82,7.14,21888
2.45,-3.58,8.39,21918
5.15,-4.10,9.28,21949
5.41,-4.41,9.71,21980
8.31,-3.68,8.90,22011
8.50,-3.01,7.62,22042
5.47,-2.34,8.07,22073
5.45,-1.90,9.41,22104
5.98,-0.47,9.73,22134
6.00,-0.50,8.78,22166
4.54,-0.63,8.82,22197
3.69,-0.88,9.43,22227
4.63,-1.85,11.04,22258
2.55,-2.81,12.94,22293
1.62,-3.69,12.72,22325
0.12,-4.16,11.49,22355
-1.39,-3.12,10.78,22386
-0.26,-3.01,9.66,22418
1.03,-2.52,8.88,22449
1.21,-2.44,8.59,22480
0.22,-2.53,9.38,22511
-0.58,-3.67,11.30,22542
-1.00,-2.49,13.06,22574
0.11,-3.18,14.28,22604
0.66,-3.65,15.74,22636
-0.02,-4.84,17.77,22667
-1.00,-6.23,17.47,22699
-1.82,-6.63,17.04,22729
-1.92,-6.82,17.84,22761
-0.16,-7.72,15.84,22792
-0.17,-7.03,14.17,22823
-1.14,-5.58,11.20,22854
-1.59,-4.79,9.51,22886
-1.65,-4.14,7.50,22917
-3.13,-3.27,6.04,22951
-2.49,-2.56,4.87,22982
-0.14,-1.01,4.12,23014
1.59,-0.55,3.96,23045
0.43,0.02,5.66,23076
-0.83,0.48,4.58,23107
-1.95,1.64,3.50,23139
-1.84,2.89,3.70,23170
-0.14,2.93,4.40,23200
-1.69,3.19,5.76,23232
-2.29,3.61,5.01,23263
-1.60,4.64,4.90,23294
-1.84,5.34,6.68,23325
-1.14,4.72,7.61,23357
-0.07,5.68,5.99,23388
0.84,5.84,4.45,23418
-0.73,5.17,5.12,23450
-1.66,5.44,5.31,23481
-0.97,4.98,3.14,23513
-1.42,4.50,2.36,23543
-1.69,4.13,2.97,23575
-0.92,2.94,3.08,23606
-0.51,0.97,1.75,23641
-1.12,0.91,0.40,23671
-1.01,0.57,-0.12,23703
-1.08,-0.27,1.73,23734
-2.59,0.12,3.07,23766
-1.78,0.33,5.00,23796
0.75,-1.84,9.17,23828
-1.68,-3.71,13.11,23859
-0.95,-0.20,12.95,23890
0.99,-3.01,16.07,23921
-7.32,-1.57,18.61,23953
-5.87,-1.97,18.23,23984
0.01,-1.06,19.33,24015
1.33,-1.44,19.61,24046
-2.07,-0.39,18.78,24078
0.88,1.59,15.87,24110
5.73,2.15,10.70,24140
1.56,2.26,7.99,24171
-3.01,2.32,9.62,24203
-1.09,1.85,10.98,24233
-1.65,2.29,11.58,24265
-2.37,1.87,11.97,24296
-2.00,1.04,12.06,24331
-2.47,0.62,11.91,24363
-3.12,0.38,11.36,24393
-2.17,-0.19,9.90,24425
-3.00,-0.47,9.08,24456
-3.93,-0.41,8.59,24487
-3.38,-0.26,8.52,24518
-1.78,0.75,8.70,24550
-1.51,-0.97,6.63,24581
-3.51,-0.79,8.35,24612
-4.28,0.14,9.46,24643
-2.99,-0.45,7.89,24675
-2.05,0.13,6.72,24706
-2.24,0.02,6.46,24737
-1.67,1.21,6.87,24768
-1.85,0.62,8.70,24800
-2.77,0.21,10.11,24830
-1.99,0.76,11.92,24862
-1.82,0.08,12.36,24893
-1.70,1.26,12.25,24925
-1.73,0.18,12.70,24955
-2.87,0.32,13.38,24996
-2.13,1.47,11.93,25027
0.92,1.70,9.29,25059
0.89,-1.40,9.39,25090
-0.44,1.66,9.57,25120
0.96,4.21,7.96,25152
1.06,3.18,5.59,25183
-0.65,0.95,1.91,25213
0.17,5.14,4.40,25245
2.54,4.49,10.74,25276
-0.61,2.34,6.74,25308
-0.27,2.82,17.41,25338
-1.87,2.70,11.31,25370
0.39,1.37,9.29,25401
-1.02,2.42,12.10,25433
-2.15,3.43,8.05,25463
-3.18,2.61,6.97,25495
-0.22,-0.39,11.24,25526
-2.07,0.36,16.75,25558
-0.23,-0.38,8.42,25588
0.74,-1.16,5.33,25620
0.76,-0.56,8.95,25651
-0.38,0.50,11.24,25682
-0.22,1.52,9.11,25711
-0.08,2.61,5.41,25742
0.95,3.45,3.71,25774
-2.16,3.40,7.84,25804
1.14,3.37,8.38,25836
2.60,3.20,6.19,25867
1.64,3.03,4.74,25899
1.09,3.19,9.62,25929
-2.64,0.51,15.34,25960
-3.45,4.26,15.17,25992
-0.85,2.12,12.26,26022
-1.62,2.72,9.81,26054
-2.32,3.74,9.66,26085
-4.78,3.77,6.69,26117
-1.70,1.30,8.15,26147
1.06,-0.04,9.71,26179
-1.46,0.83,10.47,26210
-1.99,0.85,9.67,26242
0.74,1.59,7.75,26272
2.16,0.87,7.68,26304
2.63,-0.06,8.16,26335
2.56,-0.18,10.25,26365
0.51,0.78,10.05,26400
1.39,0.72,9.42,26432
2.00,0.88,10.74,26463
1.75,1.13,11.72,26494
1.99,1.61,10.37,26525
2.53,1.13,9.96,26557
3.17,0.35,11.23,26588
1.62,-0.11,12.51,26619
-0.63,0.82,11.91,26650
-1.36,0.83,11.27,26682
-0.62,1.72,8.81,26713
-2.24,2.98,6.66,26744
-2.14,3.72,7.00,26775
0.39,2.61,6.68,26806
0.95,2.15,5.51,26838
1.53,2.78,8.36,26896
-0.70,5.08,9.81,26927
-2.70,5.86,8.63,26957
1.26,4.20,8.00,26988
2.62,3.32,8.89,27020
1.35,5.06,8.09,27051
